ApplicantID,UserID,IncomeType,EducationType,FamilyStatus,HousingType,EmploymentDays,AnnualIncome,Age,NumChildren,OwnsCar,OwnsRealty,HistoryID,PastDefaults,OverdueMonths,CreditUtilization,ExistingCreditLines,Approved
803,129,Working,Higher education,Married,House / apartment,-772.0,78089.76,45,0,N,Y,803,1,0,0.323,6,0
804,149,Working,Higher education,Civil marriage,Municipal apartment,-2706.0,73518.46,43,2,N,N,804,1,1,0.086,8,0
805,55,Working,Secondary,Married,House / apartment,-10777.0,46629.39,63,0,N,Y,805,1,1,0.324,5,0
806,6,Working,Higher education,Separated,House / apartment,-7480.0,90186.59,41,1,N,N,806,0,0,0.41,5,1
807,197,Working,Academic degree,Married,House / apartment,-10934.0,45012.95,36,1,N,Y,807,0,1,0.417,2,0
808,95,Working,Higher education,Married,House / apartment,-10638.0,53750.92,24,2,N,Y,808,0,1,0.189,0,1
809,133,Working,Lower secondary,Single,Municipal apartment,-9977.0,37858.15,63,0,Y,N,809,0,1,0.155,5,1
810,102,Commercial associate,Incomplete higher,Married,House / apartment,-10691.0,41070.91,28,3,Y,N,810,0,2,0.069,0,0
811,3,Pensioner,Secondary,Married,House / apartment,-14754.0,36969.28,26,1,N,Y,811,0,0,0.166,4,1
812,181,Pensioner,Secondary,Single,House / apartment,-9263.0,66797.19,47,0,Y,Y,812,0,3,0.567,2,0
813,23,Working,Higher education,Married,House / apartment,-13382.0,58063.86,56,0,N,Y,813,0,1,0.199,9,1
814,53,Working,Secondary,Single,With parents,-4981.0,30523.97,56,0,N,Y,814,0,0,0.17,8,0
815,165,Working,Higher education,Separated,House / apartment,-3363.0,63253.27,44,2,N,N,815,1,1,0.157,0,1
816,83,Working,Higher education,Married,With parents,-6388.0,109845.27,26,1,Y,Y,816,0,1,0.366,2,1
817,145,Working,Secondary,Single,With parents,-974.0,36423.37,63,1,N,N,817,0,1,0.596,2,0
818,85,Commercial associate,Higher education,Married,House / apartment,-9840.0,35498.07,53,1,N,N,818,0,0,0.497,0,0
819,78,Working,Secondary,Widow,House / apartment,-4044.0,49199.07,22,1,N,Y,819,0,0,0.124,0,1
820,110,Working,Higher education,Civil marriage,With parents,-13629.0,91144.88,61,1,Y,Y,820,1,1,0.66,8,0
821,1,Working,Higher education,Separated,With parents,-7272.0,40245.74,36,0,Y,Y,821,0,0,0.163,0,0
822,51,Commercial associate,Higher education,Married,House / apartment,-10762.0,112289.19,58,0,N,N,822,0,0,0.27,2,1
823,173,Working,Higher education,Single,House / apartment,-4620.0,30464.69,29,2,N,Y,823,0,1,0.428,2,1
824,4,Commercial associate,Higher education,Married,House / apartment,-12388.0,53349.61,25,1,Y,Y,824,0,0,0.578,9,0
825,190,Working,Higher education,Married,House / apartment,-558.0,22798.11,30,1,N,Y,825,0,1,0.403,7,0
826,193,Pensioner,Higher education,Separated,House / apartment,-12920.0,32168.21,50,0,N,Y,826,0,1,0.426,4,1
827,113,Pensioner,Incomplete higher,Married,House / apartment,-546.0,44532.28,27,1,Y,Y,827,0,1,0.331,3,1
828,32,Working,Higher education,Widow,House / apartment,-9081.0,55358.6,49,0,N,Y,828,0,2,0.445,6,0
829,34,Working,Secondary,Married,House / apartment,-10676.0,85676.12,22,2,N,Y,829,0,0,0.383,6,1
830,92,Working,Higher education,Civil marriage,House / apartment,-7203.0,35785.63,40,0,N,N,830,0,1,0.292,2,1
831,95,Working,Incomplete higher,Married,Rented apartment,-12265.0,59236.3,24,3,Y,Y,831,1,4,0.076,2,0
832,72,Commercial associate,Higher education,Married,House / apartment,-8917.0,26833.38,48,1,Y,N,832,1,3,0.169,3,0
833,39,Pensioner,Higher education,Married,Rented apartment,-7648.0,77221.57,28,1,N,Y,833,0,2,0.117,1,1
834,154,Commercial associate,Secondary,Single,House / apartment,-5979.0,88403.96,55,0,Y,N,834,1,1,0.404,1,1
835,162,Pensioner,Higher education,Married,With parents,-11942.0,78189.15,22,1,N,Y,835,0,2,0.193,9,1
836,182,Working,Secondary,Single,House / apartment,-5959.0,78137.78,61,1,N,Y,836,1,2,0.167,6,0
837,118,Working,Higher education,Married,House / apartment,-9666.0,47045.82,48,0,N,N,837,0,1,0.47,2,1
838,3,Commercial associate,Academic degree,Married,House / apartment,-4028.0,55521.21,31,0,Y,N,838,1,3,0.316,4,0
839,123,Working,Higher education,Married,House / apartment,-13847.0,46927.49,56,1,N,Y,839,0,2,0.078,1,1
840,50,Commercial associate,Higher education,Married,Rented apartment,-10060.0,48027.12,29,0,Y,Y,840,0,1,0.18,0,1
841,12,Working,Secondary,Civil marriage,House / apartment,-393.0,35078.78,58,1,N,N,841,1,1,0.107,8,0
842,193,Working,Higher education,Civil marriage,Rented apartment,-2979.0,55645.19,21,2,N,Y,842,0,1,0.19,3,1
843,54,Student,Incomplete higher,Married,House / apartment,-4126.0,59160.55,47,3,Y,N,843,2,0,0.488,8,0
844,133,Working,Higher education,Single,House / apartment,-11921.0,76372.96,23,0,Y,N,844,0,0,0.136,4,1
845,57,Student,Secondary,Single,House / apartment,-14598.0,58480.76,59,0,N,Y,845,1,1,0.238,4,0
846,145,Student,Higher education,Married,With parents,-12025.0,72873.89,29,3,N,N,846,0,0,0.535,2,1
847,112,Pensioner,Incomplete higher,Married,House / apartment,-5206.0,35069.12,60,0,N,Y,847,1,0,0.506,4,0
848,47,Commercial associate,Secondary,Married,Rented apartment,-2086.0,93017.89,48,0,N,N,848,1,2,0.191,9,1
849,151,Commercial associate,Higher education,Married,House / apartment,-7464.0,43977.62,41,0,Y,Y,849,2,1,0.179,5,0
850,85,Pensioner,Higher education,Married,With parents,-9081.0,19497.87,48,1,N,Y,850,1,2,0.123,1,0
851,142,Working,Higher education,Married,House / apartment,-8240.0,41139.72,44,0,Y,N,851,2,2,0.268,4,0
852,66,Working,Academic degree,Single,House / apartment,-14020.0,63545.16,38,1,N,Y,852,0,1,0.315,6,1
853,75,Commercial associate,Higher education,Married,House / apartment,-8320.0,50868.13,29,1,Y,N,853,0,1,0.448,7,0
854,179,Working,Higher education,Married,House / apartment,-1636.0,20457.29,46,1,N,Y,854,0,0,0.384,3,1
855,103,Working,Higher education,Married,House / apartment,-4514.0,54004.38,44,0,N,Y,855,0,1,0.414,5,1
856,166,Working,Higher education,Married,House / apartment,-12616.0,51897.67,26,2,Y,Y,856,0,1,0.22,2,1
857,192,Commercial associate,Secondary,Married,House / apartment,-3456.0,31661.44,32,2,Y,N,857,0,1,0.084,4,1
858,38,Pensioner,Lower secondary,Separated,House / apartment,-2680.0,63198.23,56,1,Y,Y,858,1,3,0.437,5,0
859,50,Working,Secondary,Married,House / apartment,-6010.0,46155.75,29,0,N,N,859,0,1,0.082,2,1
860,98,State servant,Incomplete higher,Single,House / apartment,-4213.0,20373.97,30,0,Y,Y,860,1,1,0.325,8,0
861,82,Commercial associate,Secondary,Married,House / apartment,-13634.0,67022.51,23,0,N,Y,861,0,1,0.102,0,1
862,30,Pensioner,Higher education,Single,Office apartment,-12062.0,53032.9,49,0,Y,N,862,0,1,0.215,2,1
863,79,Commercial associate,Higher education,Single,Rented apartment,-13738.0,96867.72,27,0,N,Y,863,0,1,0.435,7,0
864,91,Pensioner,Secondary,Married,House / apartment,-7341.0,33215.58,46,0,N,Y,864,3,1,0.324,3,0
865,179,Working,Lower secondary,Civil marriage,Office apartment,-4032.0,44140.4,28,1,Y,N,865,0,0,0.188,4,1
866,191,Pensioner,Incomplete higher,Married,With parents,-3560.0,79197.27,63,1,N,Y,866,1,4,0.259,3,0
867,52,Working,Higher education,Civil marriage,House / apartment,-8813.0,32466.71,33,1,N,N,867,1,1,0.159,1,0
868,166,Pensioner,Higher education,Married,House / apartment,-6505.0,77951.12,55,0,N,N,868,0,1,0.063,6,1
869,79,Student,Higher education,Widow,Rented apartment,-5115.0,78871.35,39,1,N,Y,869,0,2,0.113,1,1
870,30,Working,Lower secondary,Single,House / apartment,-12684.0,56455.11,42,0,Y,N,870,0,2,0.081,6,1
871,106,Working,Incomplete higher,Widow,Municipal apartment,-682.0,45510.21,36,0,Y,N,871,0,0,0.203,9,0
872,51,Pensioner,Secondary,Married,Rented apartment,-956.0,36633.59,35,1,Y,N,872,0,1,0.431,6,0
873,81,Working,Higher education,Married,House / apartment,-2313.0,35437.04,22,0,N,Y,873,0,1,0.129,5,0
874,133,Pensioner,Secondary,Single,House / apartment,-7091.0,56380.23,58,1,N,N,874,0,0,0.328,8,0
875,29,Working,Higher education,Civil marriage,House / apartment,-62.0,13428.6,41,1,N,N,875,0,0,0.488,1,0
876,132,Working,Higher education,Widow,House / apartment,-14079.0,38151.66,50,0,N,Y,876,0,1,0.27,7,0
877,138,Student,Secondary,Married,House / apartment,-7886.0,35856.0,27,0,Y,Y,877,2,0,0.09,7,0
878,184,Commercial associate,Higher education,Single,House / apartment,-8426.0,31425.69,51,1,N,Y,878,1,0,0.046,4,0
879,145,Pensioner,Higher education,Married,House / apartment,-6388.0,53293.51,61,2,N,N,879,0,0,0.138,5,1
880,74,Working,Incomplete higher,Married,House / apartment,-4630.0,25300.89,61,0,N,N,880,0,1,0.49,8,0
881,17,Commercial associate,Secondary,Married,House / apartment,-9471.0,84228.83,55,0,N,Y,881,0,1,0.252,1,1
882,84,Commercial associate,Higher education,Married,House / apartment,-11191.0,73947.54,24,0,Y,N,882,0,1,0.403,6,1
883,69,Commercial associate,Secondary,Separated,House / apartment,-1464.0,90381.66,54,0,Y,Y,883,0,3,0.469,4,0
884,34,Commercial associate,Higher education,Married,House / apartment,-13834.0,38667.25,21,2,N,Y,884,0,1,0.226,7,1
885,6,Commercial associate,Secondary,Single,House / apartment,-2135.0,53825.89,30,0,Y,Y,885,1,0,0.178,8,0
886,53,Working,Secondary,Single,Rented apartment,-6269.0,70999.42,50,2,N,Y,886,1,0,0.396,3,0
887,194,Working,Secondary,Married,House / apartment,-8732.0,46218.58,52,0,Y,Y,887,0,2,0.458,6,0
888,126,Pensioner,Secondary,Married,House / apartment,-9669.0,37988.08,23,0,N,N,888,2,1,0.039,0,1
889,43,Working,Higher education,Single,Municipal apartment,-9971.0,51733.23,30,1,N,Y,889,0,0,0.189,9,1
890,115,Commercial associate,Higher education,Married,House / apartment,-3309.0,44700.48,29,1,N,Y,890,0,1,0.126,0,0
891,111,Working,Higher education,Civil marriage,With parents,-13540.0,30278.5,37,1,N,N,891,0,2,0.254,1,1
892,151,Commercial associate,Higher education,Widow,House / apartment,-10313.0,16794.87,23,0,N,N,892,0,0,0.069,3,1
893,183,Commercial associate,Secondary,Married,Municipal apartment,-9643.0,32350.94,47,0,N,N,893,0,1,0.205,8,0
894,80,Working,Higher education,Married,Rented apartment,-10261.0,16952.57,55,1,N,Y,894,0,1,0.23,6,0
895,95,Working,Higher education,Married,House / apartment,-14673.0,33140.29,24,1,N,N,895,0,0,0.165,6,1
896,118,Working,Higher education,Single,House / apartment,-3949.0,92834.92,24,0,N,Y,896,0,1,0.177,5,0
897,144,Commercial associate,Academic degree,Married,Rented apartment,-9762.0,21336.35,52,1,Y,Y,897,2,3,0.109,3,0
898,8,Pensioner,Higher education,Married,Municipal apartment,-4715.0,59994.3,58,0,N,N,898,0,1,0.077,8,1
899,132,Working,Secondary,Married,With parents,-4677.0,84983.31,31,0,N,Y,899,0,0,0.73,5,1
900,104,Commercial associate,Higher education,Widow,House / apartment,-3967.0,24156.26,64,1,N,N,900,0,1,0.436,0,0
901,132,Working,Higher education,Married,Municipal apartment,-6457.0,109913.41,59,0,Y,N,901,0,1,0.045,5,1
902,184,Working,Higher education,Married,House / apartment,-9868.0,47362.6,26,0,N,Y,902,1,2,0.181,9,0
903,25,State servant,Secondary,Widow,House / apartment,-10268.0,90324.92,55,0,N,N,903,0,2,0.06,2,1
904,195,Working,Secondary,Single,House / apartment,-11092.0,55374.75,52,1,N,Y,904,0,2,0.246,0,1
905,96,Working,Incomplete higher,Single,House / apartment,-9709.0,39843.16,43,0,N,Y,905,0,1,0.366,0,1
906,195,Working,Higher education,Single,With parents,-6575.0,13248.68,62,1,Y,N,906,0,0,0.085,1,1
907,155,Working,Higher education,Widow,House / apartment,-11878.0,29683.27,57,1,N,N,907,1,0,0.554,5,0
908,93,Working,Lower secondary,Single,House / apartment,-10124.0,66561.9,46,2,N,Y,908,0,1,0.47,8,0
909,160,Working,Higher education,Civil marriage,With parents,-12272.0,97907.41,54,3,Y,N,909,0,1,0.274,1,1
910,178,Commercial associate,Secondary,Single,Rented apartment,-1294.0,26053.47,58,0,N,Y,910,0,0,0.432,4,1
911,61,Working,Secondary,Single,House / apartment,-5876.0,47722.11,31,2,Y,Y,911,0,0,0.353,7,0
912,122,Working,Higher education,Married,House / apartment,-7005.0,40106.88,41,0,Y,N,912,0,1,0.646,0,0
913,51,Working,Secondary,Married,House / apartment,-13177.0,59160.95,63,1,N,Y,913,0,2,0.121,3,1
914,147,Working,Higher education,Single,House / apartment,-11500.0,51009.42,44,0,N,N,914,2,1,0.468,0,0
915,21,Commercial associate,Higher education,Married,House / apartment,-10927.0,41470.76,35,1,Y,N,915,0,1,0.301,5,0
916,5,State servant,Higher education,Single,House / apartment,-3463.0,65355.62,23,0,Y,N,916,1,1,0.197,8,1
917,92,Working,Incomplete higher,Married,House / apartment,-5948.0,35911.44,22,1,Y,N,917,1,1,0.213,7,0
918,170,Pensioner,Higher education,Civil marriage,Office apartment,-13770.0,49269.38,27,4,N,N,918,0,2,0.288,5,0
919,61,Commercial associate,Secondary,Married,House / apartment,-4613.0,69324.11,25,1,N,N,919,0,1,0.019,2,1
920,22,Commercial associate,Lower secondary,Civil marriage,House / apartment,-10605.0,35352.84,60,0,N,Y,920,0,1,0.079,1,0
921,149,Working,Secondary,Single,House / apartment,-8949.0,41708.92,49,0,Y,N,921,0,2,0.31,7,0
922,70,Working,Secondary,Married,,,,61,1,Y,Y,922,0,0,0.229,1,1
923,1,Working,Higher education,Married,House / apartment,-12977.0,60082.64,52,2,N,Y,923,0,0,0.255,1,1
924,133,Commercial associate,Higher education,Married,House / apartment,-12404.0,57371.39,50,1,Y,Y,924,1,1,0.281,8,0
925,12,Working,Higher education,Married,House / apartment,-7160.0,38825.59,28,0,N,N,925,0,3,0.282,5,0
926,90,State servant,Secondary,Married,House / apartment,-7879.0,57147.6,52,1,N,Y,926,1,0,0.534,1,0
927,46,Working,Academic degree,Married,House / apartment,-12570.0,13829.66,62,4,Y,Y,927,0,0,0.377,4,1
928,34,Working,Lower secondary,Widow,House / apartment,-7046.0,71387.11,22,0,Y,Y,928,1,1,0.33,9,0
929,177,Commercial associate,Incomplete higher,Married,Municipal apartment,-742.0,73354.97,30,1,Y,Y,929,1,4,0.099,9,0
930,78,Working,Incomplete higher,Single,House / apartment,-8057.0,39031.66,63,0,N,Y,930,0,1,0.069,6,0
931,45,Working,Higher education,Married,House / apartment,-3119.0,35689.34,63,0,N,N,931,1,0,0.151,9,0
932,155,Commercial associate,Secondary,Single,House / apartment,-14467.0,47768.15,57,1,N,Y,932,0,1,0.508,4,0
933,73,State servant,Incomplete higher,Married,Office apartment,-13744.0,32547.89,23,0,Y,N,933,0,1,0.512,9,0
934,26,Pensioner,Higher education,Single,Municipal apartment,-13343.0,34905.69,43,0,N,Y,934,0,0,0.431,3,0
935,47,Commercial associate,Lower secondary,Single,House / apartment,-5656.0,56304.73,54,1,Y,Y,935,0,3,0.174,4,1
936,121,Commercial associate,Higher education,Single,,,,38,0,Y,N,936,0,2,0.201,8,1
937,56,State servant,Secondary,Married,House / apartment,-13248.0,56559.15,53,1,N,Y,937,0,1,0.161,4,1
938,94,Working,Secondary,Single,Office apartment,-5125.0,179664.77,53,0,N,Y,938,0,3,0.381,0,0
939,107,Working,Lower secondary,Married,House / apartment,-8287.0,85979.52,37,0,N,N,939,0,3,0.051,5,1
940,63,Working,Higher education,Married,House / apartment,-12022.0,68249.06,26,3,N,Y,940,0,1,0.08,8,0
941,48,Working,Secondary,Married,House / apartment,-10668.0,67146.68,33,0,N,Y,941,0,0,0.594,0,0
942,61,Commercial associate,Secondary,Married,House / apartment,-11347.0,50972.5,41,0,N,Y,942,1,0,0.148,4,1
943,81,Commercial associate,Higher education,Married,House / apartment,-11987.0,61518.55,51,0,N,Y,943,0,1,0.521,7,1
944,26,Commercial associate,Secondary,Single,House / apartment,-6108.0,53579.29,41,1,N,Y,944,0,1,0.426,1,1
945,36,Working,Secondary,Married,House / apartment,-2138.0,78659.0,53,1,Y,N,945,1,4,0.216,0,0
946,1,Commercial associate,Secondary,Married,House / apartment,-7348.0,43234.21,48,0,Y,Y,946,1,0,0.449,3,0
947,8,Working,Higher education,Married,House / apartment,-7900.0,42206.92,26,0,N,Y,947,0,1,0.074,3,1
948,113,Commercial associate,Higher education,Single,Rented apartment,-3744.0,83293.91,28,1,N,N,948,0,1,0.312,0,1
949,99,Commercial associate,Secondary,Single,Rented apartment,-992.0,39855.04,33,1,N,Y,949,1,2,0.381,7,0
950,180,Working,Higher education,Married,Office apartment,-10134.0,32041.34,54,1,Y,Y,950,0,2,0.319,3,1
951,47,Working,Higher education,Single,With parents,-13236.0,35008.34,60,0,N,Y,951,1,1,0.381,3,0
952,127,Working,Lower secondary,Married,With parents,-2490.0,68656.95,42,0,N,Y,952,1,1,0.411,2,0
953,56,Pensioner,Secondary,Married,House / apartment,-13878.0,163137.49,21,0,N,Y,953,0,0,0.221,7,1
954,14,State servant,Secondary,Married,House / apartment,-11170.0,32877.34,33,0,Y,Y,954,2,4,0.314,7,0
955,28,Commercial associate,Higher education,Single,House / apartment,-8300.0,65533.51,21,1,N,N,955,1,1,0.025,2,0
956,78,Working,Higher education,Single,House / apartment,-12042.0,52533.13,30,0,N,Y,956,0,2,0.389,6,1
957,130,Working,Higher education,Married,Rented apartment,-4488.0,81445.15,25,1,N,N,957,1,1,0.393,1,0
958,109,Commercial associate,Higher education,Married,House / apartment,-5386.0,65275.41,40,0,N,Y,958,0,1,0.316,3,1
959,154,Pensioner,Secondary,Married,Rented apartment,-13460.0,83749.47,33,1,N,Y,959,0,1,0.426,2,0
960,14,Working,Secondary,Single,House / apartment,-707.0,55907.91,57,0,Y,Y,960,1,0,0.162,0,0
961,187,Working,Higher education,Civil marriage,With parents,-2283.0,33669.64,30,1,Y,Y,961,0,0,0.402,7,0
962,56,Commercial associate,Higher education,Married,House / apartment,-6286.0,36098.02,23,0,Y,Y,962,0,0,0.362,3,1
963,115,Working,Higher education,Married,House / apartment,-3801.0,53927.25,54,1,N,N,963,0,1,0.372,2,1
964,7,Working,Higher education,Single,Rented apartment,-9533.0,60487.21,54,0,N,N,964,1,1,0.537,8,0
965,3,Working,Higher education,Civil marriage,House / apartment,-7947.0,41237.57,50,2,Y,Y,965,0,2,0.582,4,0
966,111,Working,Lower secondary,Civil marriage,House / apartment,-9330.0,121391.58,57,1,N,Y,966,0,0,0.285,4,1
967,151,Pensioner,Secondary,Single,House / apartment,-4310.0,74873.09,24,1,N,Y,967,0,0,0.356,2,1
968,107,State servant,Secondary,Civil marriage,House / apartment,-738.0,19191.87,54,0,N,N,968,2,1,0.219,3,0
969,18,Commercial associate,Higher education,Married,House / apartment,-4719.0,46383.26,52,0,Y,Y,969,0,1,0.319,2,0
970,38,Working,Incomplete higher,Married,House / apartment,-13262.0,30841.83,41,0,N,Y,970,0,0,0.807,1,1
971,115,Working,Secondary,Married,House / apartment,-10811.0,115592.6,61,0,N,Y,971,0,1,0.313,3,1
972,15,Working,Secondary,Single,House / apartment,-12467.0,18057.15,44,1,Y,Y,972,1,2,0.327,6,0
973,192,Working,Higher education,Married,House / apartment,-4244.0,59185.62,29,0,N,Y,973,0,1,0.19,3,1
974,119,Commercial associate,Lower secondary,Married,Municipal apartment,-9731.0,51818.16,61,1,Y,N,974,0,0,0.079,1,1
975,28,Working,Incomplete higher,Married,Municipal apartment,-4044.0,70704.05,44,3,N,Y,975,1,0,0.368,3,1
976,39,Working,Incomplete higher,Married,House / apartment,-6310.0,56683.73,45,3,Y,Y,976,0,0,0.132,8,1
977,185,Working,Higher education,Civil marriage,House / apartment,-12582.0,124392.37,56,1,N,N,977,0,1,0.421,0,1
978,17,Working,Higher education,Married,House / apartment,-9924.0,74092.43,28,3,N,Y,978,0,1,0.16,6,1
979,86,Working,Higher education,Married,Municipal apartment,-4062.0,21436.67,61,0,Y,N,979,0,0,0.315,8,1
980,126,Working,Higher education,Single,With parents,-14516.0,92216.77,49,0,Y,Y,980,0,2,0.089,2,1
981,44,Student,Incomplete higher,Married,Rented apartment,-14336.0,53713.47,45,2,Y,Y,981,0,1,0.476,8,1
982,25,Working,Higher education,Single,House / apartment,-11546.0,92287.23,55,1,N,Y,982,0,1,0.295,8,1
983,145,Working,Higher education,Civil marriage,House / apartment,-14373.0,42502.34,58,0,Y,Y,983,1,2,0.094,4,0
984,13,Pensioner,Higher education,Separated,House / apartment,-5124.0,30392.52,48,0,N,Y,984,0,0,0.231,8,0
985,25,Student,Higher education,Civil marriage,House / apartment,-6077.0,27913.91,39,2,N,Y,985,0,2,0.269,2,0
986,68,Commercial associate,Higher education,Married,House / apartment,-10713.0,79033.59,52,1,N,Y,986,0,1,0.515,6,1
987,138,Pensioner,Secondary,Single,House / apartment,-944.0,70173.8,57,0,N,N,987,0,1,0.263,5,1
988,67,Working,Secondary,Married,With parents,-5564.0,37557.32,48,2,N,Y,988,0,1,0.476,1,1
989,109,Working,Higher education,Married,House / apartment,-9834.0,14741.99,55,1,Y,N,989,0,0,0.233,8,1
990,146,Working,Higher education,Married,,,,28,1,N,Y,990,2,0,0.492,9,0
991,111,Commercial associate,Higher education,Married,House / apartment,-11126.0,19596.65,61,0,N,N,991,0,2,0.371,3,1
992,111,Commercial associate,Higher education,Civil marriage,Rented apartment,-4034.0,130386.71,43,3,N,Y,992,1,1,0.414,7,0
993,34,Working,Secondary,Married,Office apartment,-3730.0,25579.94,60,2,N,Y,993,0,2,0.084,2,1
994,111,Working,Secondary,Single,Rented apartment,-2017.0,49332.31,43,0,Y,Y,994,1,1,0.193,4,0
995,8,Commercial associate,Secondary,Married,Municipal apartment,-5669.0,54366.72,52,1,N,N,995,0,0,0.205,0,1
996,168,Working,Secondary,Married,Municipal apartment,-2149.0,57767.58,30,0,N,N,996,0,0,0.127,8,1
997,113,Commercial associate,Higher education,Widow,House / apartment,-299.0,56722.58,37,1,Y,Y,997,0,3,0.267,3,1
998,83,Commercial associate,Lower secondary,Married,House / apartment,-3691.0,51984.34,55,0,N,N,998,0,1,0.253,2,1
999,42,Commercial associate,Incomplete higher,Single,With parents,-4368.0,40322.57,55,1,Y,Y,999,0,1,0.411,9,1
1000,169,Pensioner,Incomplete higher,Married,With parents,-2690.0,44331.41,23,0,N,Y,1000,0,2,0.332,9,1
1001,101,Pensioner,Higher education,Married,Office apartment,-3606.0,36558.96,56,1,N,N,1001,0,0,0.4,1,1
1002,6,Working,Lower secondary,Married,House / apartment,-3610.0,51644.79,49,1,N,Y,1002,0,0,0.39,0,1
1003,180,Commercial associate,Incomplete higher,Civil marriage,House / apartment,-10460.0,22264.56,47,0,Y,Y,1003,0,0,0.317,7,0
1004,26,Commercial associate,Incomplete higher,Married,With parents,-1936.0,56497.84,51,1,Y,N,1004,0,1,0.121,8,1
1005,64,Working,Higher education,Married,Office apartment,-4764.0,46891.78,54,1,N,N,1005,0,0,0.108,6,0
1006,187,Working,Secondary,Married,House / apartment,-7524.0,71585.27,32,0,Y,Y,1006,1,2,0.509,9,0
1007,184,Working,Lower secondary,Single,House / apartment,-14293.0,42759.69,57,0,Y,Y,1007,2,0,0.342,8,0
1008,59,Working,Secondary,Single,House / apartment,-6376.0,64279.93,45,1,N,Y,1008,0,1,0.453,1,1
1009,109,Commercial associate,Secondary,Single,House / apartment,-6336.0,62844.04,22,2,Y,Y,1009,1,1,0.413,9,0
1010,198,Pensioner,Lower secondary,Married,House / apartment,-14953.0,46047.13,50,0,N,Y,1010,1,1,0.172,4,0
1011,121,Working,Higher education,Civil marriage,House / apartment,-13086.0,57457.28,64,1,Y,N,1011,0,1,0.082,8,1
1012,33,Working,Secondary,Single,Municipal apartment,-13895.0,26790.43,29,0,N,Y,1012,1,1,0.302,6,0
1013,181,State servant,Higher education,Civil marriage,House / apartment,-11820.0,89653.23,43,0,Y,Y,1013,0,1,0.354,7,1
1014,150,Working,Lower secondary,Civil marriage,House / apartment,-402.0,38349.79,29,0,N,N,1014,0,1,0.26,0,1
1015,21,Working,Higher education,Single,With parents,-4918.0,45240.95,40,0,N,N,1015,0,1,0.204,8,1
1016,198,Commercial associate,Secondary,Married,Rented apartment,-6451.0,30522.65,21,1,N,Y,1016,0,0,0.111,5,1
1017,70,Working,Secondary,Civil marriage,Office apartment,-14433.0,34693.4,59,1,N,Y,1017,0,1,0.399,5,1
1018,112,Working,Secondary,Separated,House / apartment,-6329.0,102702.55,43,1,Y,N,1018,1,0,0.556,7,0
1019,4,Working,Secondary,Married,Rented apartment,-14134.0,52158.92,38,1,Y,Y,1019,1,3,0.202,2,0
1020,94,Working,Incomplete higher,Married,House / apartment,-3548.0,42892.27,62,0,N,Y,1020,0,1,0.314,0,0
1021,75,Commercial associate,Lower secondary,Widow,With parents,-2749.0,42784.88,52,0,N,Y,1021,1,1,0.614,9,0
1022,190,Working,Higher education,Married,House / apartment,-13972.0,49064.47,29,0,N,Y,1022,0,2,0.323,5,0
1023,62,Working,Higher education,Civil marriage,House / apartment,-3451.0,67853.48,31,0,N,Y,1023,0,2,0.094,7,1
1024,94,Commercial associate,Higher education,Married,House / apartment,-13187.0,53488.79,21,1,Y,N,1024,0,0,0.327,3,1
1025,95,Pensioner,Higher education,Married,House / apartment,-11272.0,54005.31,31,1,N,N,1025,0,1,0.267,5,0
1026,152,Working,Secondary,Married,Rented apartment,-9487.0,32356.56,53,1,Y,Y,1026,0,0,0.279,3,1
1027,55,Working,Incomplete higher,Married,House / apartment,-11474.0,42949.94,50,0,Y,N,1027,0,2,0.199,9,1
1028,137,Commercial associate,Incomplete higher,Married,House / apartment,-10197.0,52598.04,25,2,Y,Y,1028,0,1,0.078,2,1
1029,131,Working,Higher education,Married,House / apartment,-8431.0,48337.56,21,2,N,N,1029,0,2,0.374,5,0
1030,31,Working,Higher education,Single,House / apartment,-13950.0,40654.16,30,0,Y,N,1030,1,0,0.561,0,0
1031,40,Commercial associate,Secondary,Widow,Office apartment,-6682.0,39011.94,33,0,Y,N,1031,0,3,0.394,4,0
1032,36,Pensioner,Secondary,Married,With parents,-8722.0,59635.36,47,1,Y,Y,1032,0,3,0.071,5,1
1033,152,Pensioner,Higher education,Married,Rented apartment,-3202.0,60300.08,28,1,Y,N,1033,0,0,0.299,5,1
1034,6,Commercial associate,Incomplete higher,Married,House / apartment,-4430.0,76514.51,48,2,N,Y,1034,1,1,0.204,2,0
1035,66,Commercial associate,Lower secondary,Married,House / apartment,-13348.0,53535.63,22,0,N,Y,1035,0,1,0.2,4,1
1036,75,Working,Higher education,Married,House / apartment,-273.0,19258.42,32,2,N,Y,1036,0,2,0.11,2,0
1037,4,Commercial associate,Incomplete higher,Married,,,,47,2,N,Y,1037,0,3,0.228,4,0
1038,79,Working,Higher education,Married,House / apartment,-10292.0,48827.03,33,2,N,Y,1038,1,1,0.188,2,1
1039,134,Working,Secondary,Married,With parents,-5524.0,40761.36,42,0,Y,Y,1039,0,0,0.246,1,1
1040,118,Commercial associate,Higher education,Married,House / apartment,-9682.0,47754.46,60,0,Y,Y,1040,0,2,0.306,7,0
1041,113,Commercial associate,Higher education,Single,House / apartment,-2115.0,41017.65,35,1,N,N,1041,0,3,0.237,3,0
1042,94,Working,Lower secondary,Married,House / apartment,-9141.0,33914.0,51,0,N,Y,1042,1,1,0.203,7,0
