ApplicantID,UserID,EmploymentDays,AnnualIncome,Age,NumChildren,OwnsCar,OwnsRealty,HistoryID,PastDefaults,OverdueMonths,CreditUtilization,ExistingCreditLines,Approved,YearsEmployed,IncomePerFamilyMember,HasPastDefault,HighUtilization,IncomeType_Pensioner,IncomeType_State servant,IncomeType_Student,IncomeType_Working,EducationType_Higher education,EducationType_Incomplete higher,EducationType_Lower secondary,EducationType_Secondary,FamilyStatus_Married,FamilyStatus_Separated,FamilyStatus_Single,FamilyStatus_Widow,HousingType_Municipal apartment,HousingType_Office apartment,HousingType_Rented apartment,HousingType_With parents
1268,175,-13279.0,24679.37,35,0,1,0,1268,0,0,0.169,0,1,36.36,24679.37,0,0,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
1269,53,-354.0,109187.86,58,1,0,0,1269,1,1,0.216,8,0,0.97,54593.93,1,0,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False
1270,137,-5368.0,42772.62,23,0,0,0,1270,1,2,0.254,7,0,14.7,42772.62,1,0,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
1271,180,-9548.0,45463.82,61,1,1,0,1271,1,0,0.425,1,0,26.14,22731.91,1,0,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False
1272,57,-2138.0,110263.27,30,0,0,1,1272,0,1,0.389,8,1,5.85,110263.27,0,0,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True
1273,117,-4658.0,39283.43,27,1,0,0,1273,0,1,0.177,6,1,12.75,19641.72,0,0,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False
1274,154,-12453.0,49558.49,44,0,0,0,1274,0,1,0.608,8,0,34.09,49558.49,0,1,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False
1275,169,-10077.0,30802.56,46,1,0,1,1275,1,3,0.245,3,0,27.59,15401.28,1,0,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False
1276,35,-3254.0,27158.92,54,1,0,1,1276,1,0,0.333,3,0,8.91,13579.46,1,0,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False
1277,63,-14812.0,114737.2,28,0,0,1,1277,1,0,0.46,1,0,40.55,114737.2,1,0,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
1278,25,-14541.0,115454.92,59,1,0,0,1278,1,1,0.101,4,0,39.81,57727.46,1,0,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False
1279,90,-12764.0,77611.47,25,0,0,1,1279,1,0,0.32,1,0,34.95,77611.47,1,0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
1280,75,-10554.0,76449.13,56,1,0,0,1280,0,0,0.358,6,1,28.9,38224.56,0,0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1281,38,-14420.0,68834.87,63,1,0,1,1281,1,0,0.139,3,1,39.48,34417.44,1,0,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False
1282,130,-12839.0,35147.76,46,0,0,0,1282,1,2,0.396,8,0,35.15,35147.76,1,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False
1283,135,-561.0,55872.52,30,1,0,1,1283,0,2,0.417,6,0,1.54,27936.26,0,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
1284,162,-10285.0,39077.37,53,3,1,0,1284,0,2,0.176,1,1,28.16,9769.34,0,0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
1285,91,-7646.5,48869.020000000004,56,2,0,1,1285,1,1,0.507,7,0,20.93,16289.67,1,1,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False
1286,17,-5440.0,81118.91,51,2,1,1,1286,1,3,0.278,8,0,14.89,27039.64,1,0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
1287,128,-4374.0,62918.31,58,1,0,1,1287,0,1,0.412,5,1,11.98,31459.16,0,0,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
1288,171,-3817.0,27098.98,45,0,1,1,1288,1,2,0.138,3,0,10.45,27098.98,1,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
1289,187,-9103.0,41683.91,33,0,0,0,1289,0,0,0.254,5,1,24.92,41683.91,0,0,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
1290,108,-12098.0,78706.87,21,2,0,0,1290,0,1,0.342,2,1,33.12,26235.62,0,0,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False
1291,179,-1480.0,52019.46,56,1,0,1,1291,0,1,0.562,3,0,4.05,26009.73,0,1,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False
1292,182,-4278.0,22823.58,56,0,0,1,1292,0,1,0.031,9,0,11.71,22823.58,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
1293,152,-6336.0,28397.76,44,0,0,0,1293,0,0,0.367,6,1,17.35,28397.76,0,0,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False
1294,25,-14142.0,113071.75,47,0,0,0,1294,0,1,0.272,4,1,38.72,113071.75,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False
1295,199,-3819.0,50495.38,38,0,1,1,1295,0,0,0.176,6,1,10.46,50495.38,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
1296,180,-12560.0,78931.25,35,2,1,1,1296,1,0,0.161,7,1,34.39,26310.42,1,0,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False
1297,198,-3102.0,112111.85,37,0,0,1,1297,1,0,0.292,7,1,8.49,112111.85,1,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
1298,88,-13288.0,39875.4,49,0,0,1,1298,2,2,0.453,3,0,36.38,39875.4,1,0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
1299,161,-7646.5,48869.020000000004,25,0,0,0,1299,1,4,0.258,3,1,20.93,48869.02,1,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
1300,177,-7645.0,20231.83,31,0,0,0,1300,0,1,0.079,2,1,20.93,20231.83,0,0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
1301,29,-4415.0,37302.78,36,0,0,1,1301,0,0,0.559,1,0,12.09,37302.78,0,1,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
1302,63,-13625.0,63518.54,54,0,0,1,1302,0,1,0.26,0,1,37.3,63518.54,0,0,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
1303,150,-8316.0,44961.49,37,1,1,0,1303,1,0,0.08,3,0,22.77,22480.74,1,0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
1304,154,-11331.0,60074.82,53,1,1,1,1304,0,0,0.275,4,1,31.02,30037.41,0,0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
1305,156,-618.0,74491.83,51,0,1,1,1305,0,1,0.268,4,1,1.69,74491.83,0,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
1306,114,-12610.0,63077.34,38,1,0,0,1306,1,0,0.345,3,0,34.52,31538.67,1,0,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False
1307,49,-11738.0,56889.74,45,0,1,1,1307,1,1,0.301,3,1,32.14,56889.74,1,0,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False
1308,199,-10362.0,53417.15,25,0,0,0,1308,1,1,0.544,1,0,28.37,53417.15,1,1,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False
1309,81,-12134.0,37960.73,50,1,0,0,1309,0,1,0.233,7,0,33.22,18980.37,0,0,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True
1310,84,-7152.0,32348.86,43,0,1,0,1310,0,0,0.704,1,0,19.58,32348.86,0,1,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
1311,105,-5749.0,90221.81,58,0,1,1,1311,0,4,0.138,4,1,15.74,90221.81,0,0,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False
1312,177,-6052.0,70023.49,38,0,0,0,1312,0,1,0.316,8,1,16.57,70023.49,0,0,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False
1313,148,-11505.0,34368.17,52,2,1,0,1313,0,1,0.297,4,1,31.5,11456.06,0,0,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False
1314,118,-8506.0,50455.24,50,0,0,1,1314,0,0,0.252,0,1,23.29,50455.24,0,0,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False
1315,86,-14813.0,26203.5,49,2,0,1,1315,0,1,0.302,8,0,40.56,8734.5,0,0,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False
1316,63,-4427.0,39535.24,56,0,0,1,1316,0,1,0.445,9,0,12.12,39535.24,0,0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
1317,189,-10422.0,62384.14,29,0,0,0,1317,0,1,0.27,8,1,28.53,62384.14,0,0,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False
1318,104,-1473.0,55110.29,43,1,1,1,1318,0,0,0.551,0,1,4.03,27555.14,0,1,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
1319,49,-1531.0,51642.4,23,1,1,1,1319,2,0,0.285,2,0,4.19,25821.2,1,0,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True
1320,71,-6907.0,32937.67,42,0,0,0,1320,0,0,0.345,8,1,18.91,32937.67,0,0,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False
1321,1,-12286.0,30064.41,60,1,1,1,1321,0,0,0.232,1,0,33.64,15032.2,0,0,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
1322,141,-7592.0,75168.94,51,4,1,1,1322,0,0,0.248,1,1,20.79,15033.79,0,0,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False
1323,179,-14705.0,105042.78,42,1,0,1,1323,2,0,0.271,6,0,40.26,52521.39,1,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
1324,123,-11467.0,62785.67,31,0,1,0,1324,1,0,0.101,6,0,31.39,62785.67,1,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True
1325,184,-10860.0,45363.57,62,0,1,0,1325,0,1,0.149,3,0,29.73,45363.57,0,0,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True
1326,62,-170.0,85073.0,63,1,0,0,1326,1,2,0.088,4,0,0.47,42536.5,1,0,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False
1327,32,-10958.0,33557.95,23,1,1,1,1327,0,0,0.303,8,1,30.0,16778.97,0,0,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
1328,158,-4766.0,78737.75,34,0,0,0,1328,0,0,0.131,5,1,13.05,78737.75,0,0,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
1329,29,-10730.0,37478.45,39,0,0,1,1329,0,1,0.44,1,0,29.38,37478.45,0,0,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True
1330,49,-11949.0,38315.74,51,2,0,1,1330,1,1,0.236,6,0,32.71,12771.91,1,0,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
1331,173,-9535.0,42202.88,56,1,1,0,1331,0,1,0.305,9,0,26.11,21101.44,0,0,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
1332,30,-609.0,46838.6,52,1,0,0,1332,0,1,0.404,4,0,1.67,23419.3,0,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1333,144,-7267.0,73992.74,46,0,1,0,1333,0,2,0.557,8,1,19.9,73992.74,0,1,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
1334,168,-324.0,27256.59,21,1,0,1,1334,1,2,0.257,1,0,0.89,13628.3,1,0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
1335,19,-5008.0,37347.24,22,0,0,1,1335,2,1,0.193,6,1,13.71,37347.24,1,0,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True
1336,18,-8995.0,53870.71,26,0,0,1,1336,0,1,0.071,4,1,24.63,53870.71,0,0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
1337,1,-9130.0,63008.28,34,0,1,1,1337,0,1,0.417,0,0,25.0,63008.28,0,0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False
1338,78,-11096.0,22761.38,48,1,1,1,1338,0,0,0.178,0,1,30.38,11380.69,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1339,115,-3027.0,34348.71,53,1,0,0,1339,0,1,0.302,0,1,8.29,17174.36,0,0,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False
1340,175,-792.0,22316.31,45,3,0,1,1340,1,0,0.323,4,0,2.17,5579.08,1,0,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False
1341,194,-12739.0,35783.53,60,1,0,1,1341,0,1,0.491,0,0,34.88,17891.76,0,0,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
1342,113,-5286.0,40263.42,38,1,0,1,1342,0,1,0.477,8,0,14.47,20131.71,0,0,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False
1343,114,-1955.0,61465.91,54,1,1,1,1343,1,0,0.244,8,0,5.35,30732.96,1,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False
1344,166,-7646.5,48869.020000000004,32,0,1,0,1344,1,1,0.524,7,0,20.93,48869.02,1,1,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
1345,179,-8307.0,65773.41,47,2,0,0,1345,1,1,0.333,4,0,22.74,21924.47,1,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
1346,63,-2216.0,38979.43,44,1,0,0,1346,0,0,0.173,8,1,6.07,19489.72,0,0,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
1347,132,-492.0,42049.19,53,2,1,0,1347,0,1,0.116,1,1,1.35,14016.4,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True
1348,129,-6704.0,75893.25,35,0,0,1,1348,1,0,0.532,2,0,18.35,75893.25,1,1,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
1349,8,-3185.0,89787.37,63,0,1,0,1349,0,0,0.123,2,1,8.72,89787.37,0,0,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False
1350,157,-14522.0,36504.76,52,0,1,1,1350,0,5,0.174,3,0,39.76,36504.76,0,0,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False
1351,55,-9482.0,36394.22,37,2,0,1,1351,0,2,0.048,1,0,25.96,12131.41,0,0,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False
1352,103,-8423.0,41797.84,55,0,1,1,1352,2,0,0.526,9,0,23.06,41797.84,1,1,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False
1353,131,-8215.0,36313.65,55,1,1,1,1353,0,0,0.222,3,0,22.49,18156.82,0,0,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False
1354,32,-6116.0,25699.05,33,1,0,1,1354,0,1,0.151,0,0,16.74,12849.52,0,0,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False
1355,10,-11962.0,48332.53,29,1,0,0,1355,0,2,0.13,6,0,32.75,24166.26,0,0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
1356,110,-3839.0,36424.96,30,1,1,1,1356,2,0,0.242,4,0,10.51,18212.48,1,0,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False
1357,162,-14807.0,51227.68,21,1,1,0,1357,0,0,0.202,3,1,40.54,25613.84,0,0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
1358,124,-5319.0,105758.26,54,1,0,0,1358,2,0,0.11,1,1,14.56,52879.13,1,0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
1359,87,-14942.0,46744.77,57,0,1,0,1359,1,1,0.193,7,1,40.91,46744.77,1,0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
1360,55,-13114.0,34889.24,45,0,1,0,1360,0,1,0.224,2,1,35.9,34889.24,0,0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False
1361,32,-3199.0,43368.97,42,1,1,0,1361,1,2,0.173,4,0,8.76,21684.48,1,0,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False
1362,178,-10427.0,51943.44,30,2,1,1,1362,1,0,0.452,2,0,28.55,17314.48,1,0,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False
1363,135,-9778.0,45503.36,46,1,0,1,1363,1,1,0.409,9,0,26.77,22751.68,1,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1364,93,-12420.0,38052.68,39,2,0,0,1364,1,0,0.467,6,0,34.0,12684.23,1,0,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False
1365,8,-4840.0,23259.47,60,1,0,0,1365,0,1,0.333,3,0,13.25,11629.74,0,0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
1366,65,-2121.0,65195.82,61,1,0,0,1366,0,0,0.2,8,1,5.81,32597.91,0,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
1367,57,-1874.0,32795.46,24,0,0,0,1367,0,3,0.266,0,0,5.13,32795.46,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
1368,67,-7646.5,48869.020000000004,60,1,1,1,1368,1,1,0.226,4,1,20.93,24434.51,1,0,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False
1369,187,-1367.0,41522.07,25,1,0,0,1369,0,1,0.461,4,0,3.74,20761.04,0,0,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False
1370,72,-10356.0,38854.01,49,0,0,0,1370,0,0,0.232,6,0,28.35,38854.01,0,0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
1371,54,-3723.0,39649.31,58,0,1,1,1371,0,0,0.332,0,0,10.19,39649.31,0,0,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False
1372,67,-7377.0,52448.44,25,0,0,0,1372,0,1,0.516,7,1,20.2,52448.44,0,1,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
1373,51,-14780.0,33193.53,21,1,0,0,1373,1,0,0.201,6,0,40.47,16596.76,1,0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
1374,97,-14125.0,36176.37,48,0,0,1,1374,1,0,0.568,7,0,38.67,36176.37,1,1,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False
1375,92,-3346.0,64864.78,39,0,1,0,1375,0,0,0.253,0,1,9.16,64864.78,0,0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
1376,8,-4083.0,31008.84,56,0,1,1,1376,2,1,0.279,2,0,11.18,31008.84,1,0,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
1377,162,-13804.0,62736.74,21,0,1,1,1377,1,3,0.233,5,1,37.79,62736.74,1,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True
1378,35,-12291.0,71136.71,49,2,1,1,1378,0,0,0.182,6,1,33.65,23712.24,0,0,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False
1379,96,-12269.0,66200.15,56,2,0,0,1379,0,1,0.258,2,1,33.59,22066.72,0,0,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
1380,88,-14665.0,54455.08,52,0,1,1,1380,0,2,0.684,8,1,40.15,54455.08,0,1,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False
1381,78,-7646.5,48869.020000000004,34,2,0,1,1381,0,1,0.26,4,1,20.93,16289.67,0,0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
1382,32,-7986.0,28429.37,52,2,1,0,1382,1,0,0.136,6,1,21.86,9476.46,1,0,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False
1383,120,-630.0,26637.65,29,0,0,1,1383,0,0,0.063,6,1,1.72,26637.65,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1384,46,-2867.0,41345.96,39,2,0,1,1384,1,2,0.034,4,1,7.85,13781.99,1,0,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
1385,144,-2525.0,49714.83,31,2,0,0,1385,0,1,0.346,3,1,6.91,16571.61,0,0,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False
1386,196,-13753.0,28681.66,24,1,0,1,1386,2,4,0.08,8,0,37.65,14340.83,1,0,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
1387,165,-6820.0,45355.88,61,2,1,0,1387,0,0,0.237,3,1,18.67,15118.63,0,0,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False
1388,182,-4118.0,66695.45,45,0,1,1,1388,1,1,0.133,6,1,11.27,66695.45,1,0,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False
1389,142,-11043.0,31274.97,37,2,0,0,1389,0,1,0.431,1,0,30.23,10424.99,0,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
1390,55,-1750.0,33917.76,28,1,0,1,1390,0,2,0.404,7,0,4.79,16958.88,0,0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True
1391,176,-7889.0,83402.35,21,0,0,0,1391,1,1,0.332,3,0,21.6,83402.35,1,0,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False
1392,7,-10411.0,32296.52,22,2,0,1,1392,0,0,0.203,4,1,28.5,10765.51,0,0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
1393,74,-13114.0,57183.68,30,0,0,1,1393,0,0,0.295,4,1,35.9,57183.68,0,0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
1394,7,-14690.0,85619.21,47,0,0,0,1394,0,0,0.355,0,1,40.22,85619.21,0,0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
1395,161,-7646.5,48869.020000000004,47,1,0,0,1395,0,0,0.279,3,1,20.93,24434.51,0,0,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False
1396,151,-13396.0,29791.94,33,0,1,0,1396,0,3,0.314,6,0,36.68,29791.94,0,0,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False
1397,85,-9341.0,44171.43,31,2,1,1,1397,2,2,0.194,3,0,25.57,14723.81,1,0,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False
1398,147,-11018.0,50534.93,34,0,0,1,1398,0,3,0.084,1,1,30.17,50534.93,0,0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
1399,112,-6440.0,36727.38,52,2,0,1,1399,0,1,0.212,4,1,17.63,12242.46,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True
1400,125,-11454.0,119023.61,36,1,0,1,1400,0,1,0.417,6,1,31.36,59511.8,0,0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
1401,147,-10159.0,62466.27,49,1,0,1,1401,0,1,0.148,3,1,27.81,31233.14,0,0,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False
1402,36,-8826.0,34134.35,58,1,1,0,1402,1,0,0.182,5,0,24.16,17067.18,1,0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
1403,29,-9649.0,26510.51,54,1,0,1,1403,3,2,0.227,3,0,26.42,13255.26,1,0,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False
1404,188,-6983.0,47650.52,46,0,1,1,1404,0,5,0.356,2,0,19.12,47650.52,0,0,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False
1405,82,-14003.0,59723.28,25,1,0,1,1405,0,1,0.195,9,1,38.34,29861.64,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1406,2,-14504.0,112218.66,39,0,0,0,1406,0,2,0.126,0,1,39.71,112218.66,0,0,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
1407,129,-9315.0,50722.08,59,0,0,1,1407,1,3,0.511,7,0,25.5,50722.08,1,1,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False
1408,47,-14037.0,43945.26,48,1,1,1,1408,0,0,0.232,5,0,38.43,21972.63,0,0,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True
1409,197,-4804.0,31588.31,48,1,0,0,1409,0,0,0.424,9,0,13.15,15794.16,0,0,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True
1410,148,-13802.0,57911.55,37,1,1,1,1410,1,1,0.266,2,1,37.79,28955.78,1,0,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False
1411,11,-4463.0,77459.57,57,0,1,1,1411,1,0,0.27,0,0,12.22,77459.57,1,0,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
1412,130,-9090.0,21931.63,64,0,0,1,1412,1,0,0.328,3,0,24.89,21931.63,1,0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False
1413,195,-9516.0,50696.45,39,1,0,1,1413,0,1,0.204,3,1,26.05,25348.22,0,0,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True
1414,119,-1603.0,30974.91,47,0,1,1,1414,1,0,0.3,7,0,4.39,30974.91,1,0,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
1415,140,-14424.0,26611.52,32,0,0,1,1415,0,1,0.446,5,0,39.49,26611.52,0,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1416,20,-11840.0,105060.65,23,0,0,1,1416,1,0,0.15,2,1,32.42,105060.65,1,0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
1417,5,-14947.0,73078.05,24,1,0,1,1417,1,0,0.26,4,1,40.92,36539.02,1,0,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False
1418,37,-3376.0,37316.84,31,1,0,1,1418,0,1,0.273,5,0,9.24,18658.42,0,0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True
1419,166,-14772.0,45585.15,54,2,0,1,1419,0,1,0.438,4,1,40.44,15195.05,0,0,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
1420,137,-6030.0,42498.4,38,0,0,1,1420,0,3,0.232,1,0,16.51,42498.4,0,0,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False
1421,53,-1155.0,29539.03,55,0,0,1,1421,0,2,0.325,5,1,3.16,29539.03,0,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
1422,172,-2978.0,38431.77,38,1,0,1,1422,0,1,0.227,7,1,8.15,19215.88,0,0,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
1423,99,-14016.0,69757.95,26,0,0,0,1423,0,1,0.062,7,1,38.37,69757.95,0,0,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False
1424,86,-2340.0,38001.72,54,5,0,1,1424,0,2,0.468,5,0,6.41,6333.62,0,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
1425,108,-6340.0,60404.14,53,0,1,0,1425,0,1,0.351,2,1,17.36,60404.14,0,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
1426,24,-12533.0,38134.45,28,2,1,0,1426,1,0,0.241,7,0,34.31,12711.48,1,0,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
1427,81,-4959.0,28770.65,62,0,0,0,1427,0,1,0.311,0,1,13.58,28770.65,0,0,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
1428,158,-14469.0,83908.55,40,0,0,0,1428,0,1,0.125,6,1,39.61,83908.55,0,0,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False
1429,120,-1289.0,18794.82,40,2,0,0,1429,0,0,0.201,7,1,3.53,6264.94,0,0,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
